"loan_id","tanggal_cair","cabang","agen","amount"
7253,2020-05-12,"AJ","AJ-1",240000
7254,2020-05-12,"AJ","AJ-1",370000
7255,2020-05-12,"AJ","AJ-2",390000
7256,2020-05-12,"AJ","AJ-2",330000
7257,2020-05-12,"AJ","AJ-2",330000
7258,2020-05-12,"AK","AK-1",390000
7259,2020-05-12,"AK","AK-1",130000
7260,2020-05-12,"AK","AK-1",330000
7261,2020-05-12,"AK","AK-1",250000
7262,2020-05-12,"AK","AK-2",160000
7263,2020-05-12,"AK","AK-2",400000
7264,2020-05-12,"AK","AK-2",280000
7265,2020-05-12,"AK","AK-2",270000
7266,2020-05-12,"AL","AL-1",420000
7267,2020-05-12,"AL","AL-1",210000
7268,2020-05-12,"AL","AL-1",310000
7269,2020-05-12,"AL","AL-2",120000
7270,2020-05-12,"AL","AL-2",320000
7271,2020-05-12,"AL","AL-2",260000
7272,2020-05-12,"AM","AM-1",300000
7273,2020-05-12,"AM","AM-1",250000
7274,2020-05-12,"AM","AM-1",220000
7275,2020-05-12,"AM","AM-2",370000
7276,2020-05-12,"AM","AM-2",410000
7277,2020-05-12,"AM","AM-2",270000
7278,2020-05-12,"AM","AM-2",270000
7279,2020-05-12,"AN","AN-1",340000
7280,2020-05-12,"AN","AN-1",480000
7281,2020-05-12,"AN","AN-1",380000
7282,2020-05-12,"AN","AN-2",170000
7283,2020-05-12,"AN","AN-2",350000
7284,2020-05-12,"AN","AN-2",360000
7285,2020-05-12,"AO","AO-1",340000
7286,2020-05-12,"AO","AO-1",320000
7287,2020-05-12,"AO","AO-1",370000
7288,2020-05-12,"AO","AO-2",160000
7289,2020-05-12,"AO","AO-2",340000
7290,2020-05-12,"AO","AO-2",150000
7291,2020-05-12,"AP","AP-1",510000
7292,2020-05-12,"AP","AP-1",310000
7293,2020-05-12,"AP","AP-1",450000
7294,2020-05-12,"AP","AP-1",320000
7295,2020-05-12,"AP","AP-2",510000
7296,2020-05-12,"AP","AP-2",230000
7297,2020-05-12,"AP","AP-2",380000
7298,2020-05-12,"AQ","AQ-1",230000
7299,2020-05-12,"AQ","AQ-1",290000
7300,2020-05-12,"AQ","AQ-1",200000
7301,2020-05-12,"AQ","AQ-2",320000
7302,2020-05-12,"AQ","AQ-2",280000
7303,2020-05-12,"AQ","AQ-2",420000
7304,2020-05-12,"AR","AR-1",310000
7305,2020-05-12,"AR","AR-1",420000
7306,2020-05-12,"AR","AR-1",70000
7307,2020-05-12,"AR","AR-2",300000
7308,2020-05-12,"AR","AR-2",150000
7309,2020-05-12,"AR","AR-2",360000
7310,2020-05-12,"AS","AS-1",290000
7311,2020-05-12,"AS","AS-1",40000
7312,2020-05-12,"AS","AS-1",300000
7313,2020-05-12,"AS","AS-2",370000
7314,2020-05-12,"AS","AS-2",220000
7315,2020-05-12,"AS","AS-2",350000
7316,2020-05-12,"AS","AS-2",380000
7317,2020-05-12,"AT","AT-1",370000
7318,2020-05-12,"AT","AT-1",220000
7319,2020-05-12,"AT","AT-2",170000
7320,2020-05-12,"AT","AT-2",150000
7321,2020-05-12,"AT","AT-2",310000
7322,2020-05-12,"AU","AU-1",40000
7323,2020-05-12,"AU","AU-1",150000
7324,2020-05-12,"AU","AU-1",240000
7325,2020-05-12,"AU","AU-1",480000
7326,2020-05-12,"AU","AU-2",410000
7327,2020-05-12,"AU","AU-2",330000
7328,2020-05-12,"AU","AU-2",490000
7329,2020-05-12,"AV","AV-1",370000
7330,2020-05-12,"AV","AV-1",240000
7331,2020-05-12,"AV","AV-1",420000
7332,2020-05-12,"AV","AV-2",390000
7333,2020-05-12,"AV","AV-2",200000
7334,2020-05-12,"AV","AV-2",300000
7335,2020-05-13,"AA","AA-1",280000
7336,2020-05-13,"AA","AA-1",400000
7337,2020-05-13,"AA","AA-1",360000
7338,2020-05-13,"AA","AA-1",270000
7339,2020-05-13,"AA","AA-2",370000
7340,2020-05-13,"AA","AA-2",230000
7341,2020-05-13,"AA","AA-2",320000
7342,2020-05-13,"AA","AA-2",180000
7343,2020-05-13,"AB","AB-1",280000
7344,2020-05-13,"AB","AB-1",420000
7345,2020-05-13,"AB","AB-1",310000
7346,2020-05-13,"AB","AB-1",330000
7347,2020-05-13,"AB","AB-2",260000
7348,2020-05-13,"AB","AB-2",380000
7349,2020-05-13,"AB","AB-2",390000
7350,2020-05-13,"AB","AB-2",220000
7351,2020-05-13,"AB","AB-2",300000
7352,2020-05-13,"AB","AB-2",380000
7353,2020-05-13,"AB","AB-3",90000
7354,2020-05-13,"AB","AB-3",220000
7355,2020-05-13,"AB","AB-3",300000
7356,2020-05-13,"AB","AB-3",250000
7357,2020-05-13,"AB","AB-3",360000
7358,2020-05-13,"AC","AC-1",420000
7359,2020-05-13,"AC","AC-1",360000
7360,2020-05-13,"AC","AC-1",310000
7361,2020-05-13,"AC","AC-1",240000
7362,2020-05-13,"AC","AC-1",300000
7363,2020-05-13,"AC","AC-2",430000
7364,2020-05-13,"AC","AC-2",290000
7365,2020-05-13,"AC","AC-2",390000
7366,2020-05-13,"AC","AC-2",440000
7367,2020-05-13,"AC","AC-2",440000
7368,2020-05-13,"AC","AC-3",70000
7369,2020-05-13,"AC","AC-3",270000
7370,2020-05-13,"AC","AC-3",260000
7371,2020-05-13,"AC","AC-3",480000
7372,2020-05-13,"AD","AD-1",180000
7373,2020-05-13,"AD","AD-1",280000
7374,2020-05-13,"AD","AD-1",260000
7375,2020-05-13,"AD","AD-1",180000
7376,2020-05-13,"AD","AD-1",550000
7377,2020-05-13,"AD","AD-2",180000
7378,2020-05-13,"AD","AD-2",370000
7379,2020-05-13,"AD","AD-2",530000
7380,2020-05-13,"AD","AD-2",280000
7381,2020-05-13,"AE","AE-1",300000
7382,2020-05-13,"AE","AE-1",460000
7383,2020-05-13,"AE","AE-1",390000
7384,2020-05-13,"AE","AE-1",280000
7385,2020-05-13,"AE","AE-2",480000
7386,2020-05-13,"AE","AE-2",220000
7387,2020-05-13,"AE","AE-2",330000
7388,2020-05-13,"AE","AE-2",240000
7389,2020-05-13,"AE","AE-3",200000
7390,2020-05-13,"AE","AE-3",150000
7391,2020-05-13,"AE","AE-3",380000
7392,2020-05-13,"AE","AE-3",130000
7393,2020-05-13,"AF","AF-1",390000
7394,2020-05-13,"AF","AF-1",200000
7395,2020-05-13,"AF","AF-1",310000
7396,2020-05-13,"AF","AF-1",390000
7397,2020-05-13,"AF","AF-2",480000
7398,2020-05-13,"AF","AF-2",250000
7399,2020-05-13,"AF","AF-2",220000
7400,2020-05-13,"AF","AF-2",370000
7401,2020-05-13,"AF","AF-3",230000
7402,2020-05-13,"AF","AF-3",280000
7403,2020-05-13,"AF","AF-3",180000
7404,2020-05-13,"AF","AF-3",420000
7405,2020-05-13,"AG","AG-1",410000
7406,2020-05-13,"AG","AG-1",240000
7407,2020-05-13,"AG","AG-1",90000
7408,2020-05-13,"AG","AG-1",330000
7409,2020-05-13,"AG","AG-2",120000
7410,2020-05-13,"AG","AG-2",260000
7411,2020-05-13,"AG","AG-2",220000
7412,2020-05-13,"AG","AG-2",480000
7413,2020-05-13,"AG","AG-3",380000
7414,2020-05-13,"AG","AG-3",370000
7415,2020-05-13,"AG","AG-3",310000
7416,2020-05-13,"AG","AG-3",430000
7417,2020-05-13,"AG","AG-3",390000
7418,2020-05-13,"AH","AH-1",330000
7419,2020-05-13,"AH","AH-1",160000
7420,2020-05-13,"AH","AH-1",210000
7421,2020-05-13,"AH","AH-1",430000
7422,2020-05-13,"AH","AH-2",300000
7423,2020-05-13,"AH","AH-2",210000
7424,2020-05-13,"AH","AH-2",340000
7425,2020-05-13,"AH","AH-2",240000
7426,2020-05-13,"AH","AH-3",270000
7427,2020-05-13,"AH","AH-3",240000
7428,2020-05-13,"AH","AH-3",200000
7429,2020-05-13,"AI","AI-1",240000
7430,2020-05-13,"AI","AI-1",280000
7431,2020-05-13,"AI","AI-1",180000
7432,2020-05-13,"AI","AI-2",260000
7433,2020-05-13,"AI","AI-2",310000
7434,2020-05-13,"AI","AI-2",350000
7435,2020-05-13,"AI","AI-2",340000
7436,2020-05-13,"AJ","AJ-1",330000
7437,2020-05-13,"AJ","AJ-1",270000
7438,2020-05-13,"AJ","AJ-1",230000
7439,2020-05-13,"AJ","AJ-2",420000
7440,2020-05-13,"AJ","AJ-2",280000
7441,2020-05-13,"AJ","AJ-2",140000
7442,2020-05-13,"AJ","AJ-2",270000
7443,2020-05-13,"AK","AK-1",360000
7444,2020-05-13,"AK","AK-1",280000
7445,2020-05-13,"AK","AK-1",370000
7446,2020-05-13,"AK","AK-1",430000
7447,2020-05-13,"AK","AK-2",370000
7448,2020-05-13,"AK","AK-2",350000
7449,2020-05-13,"AK","AK-2",200000
7450,2020-05-13,"AK","AK-2",280000
7451,2020-05-13,"AL","AL-1",180000
7452,2020-05-13,"AL","AL-1",400000
7453,2020-05-13,"AL","AL-1",280000
7454,2020-05-13,"AL","AL-1",440000
7455,2020-05-13,"AL","AL-2",440000
7456,2020-05-13,"AL","AL-2",420000
7457,2020-05-13,"AL","AL-2",360000
7458,2020-05-13,"AM","AM-1",120000
7459,2020-05-13,"AM","AM-1",350000
7460,2020-05-13,"AM","AM-1",250000
7461,2020-05-13,"AM","AM-1",170000
7462,2020-05-13,"AM","AM-2",360000
7463,2020-05-13,"AM","AM-2",340000
7464,2020-05-13,"AM","AM-2",360000
7465,2020-05-13,"AM","AM-2",330000
7466,2020-05-13,"AN","AN-1",190000
7467,2020-05-13,"AN","AN-1",350000
7468,2020-05-13,"AN","AN-1",240000
7469,2020-05-13,"AN","AN-2",230000
7470,2020-05-13,"AN","AN-2",360000
7471,2020-05-13,"AN","AN-2",420000
7472,2020-05-13,"AO","AO-1",320000
7473,2020-05-13,"AO","AO-1",380000
7474,2020-05-13,"AO","AO-1",510000
7475,2020-05-13,"AO","AO-2",290000
7476,2020-05-13,"AO","AO-2",320000
7477,2020-05-13,"AP","AP-1",330000
7478,2020-05-13,"AP","AP-1",610000
7479,2020-05-13,"AP","AP-1",410000
7480,2020-05-13,"AP","AP-2",540000
7481,2020-05-13,"AP","AP-2",230000
7482,2020-05-13,"AP","AP-2",180000
7483,2020-05-13,"AQ","AQ-1",300000
7484,2020-05-13,"AQ","AQ-1",260000
7485,2020-05-13,"AQ","AQ-1",260000
7486,2020-05-13,"AQ","AQ-2",240000
7487,2020-05-13,"AQ","AQ-2",440000
7488,2020-05-13,"AQ","AQ-2",450000
7489,2020-05-13,"AQ","AQ-2",330000
7490,2020-05-13,"AR","AR-1",320000
7491,2020-05-13,"AR","AR-1",440000
7492,2020-05-13,"AR","AR-1",440000
7493,2020-05-13,"AR","AR-1",360000
7494,2020-05-13,"AR","AR-2",260000
7495,2020-05-13,"AR","AR-2",410000
7496,2020-05-13,"AR","AR-2",510000
7497,2020-05-13,"AR","AR-2",240000
7498,2020-05-13,"AS","AS-1",190000
7499,2020-05-13,"AS","AS-1",240000
7500,2020-05-13,"AS","AS-1",310000
7501,2020-05-13,"AS","AS-2",310000
7502,2020-05-13,"AS","AS-2",480000
7503,2020-05-13,"AS","AS-2",460000
7504,2020-05-13,"AT","AT-1",250000
7505,2020-05-13,"AT","AT-1",370000
7506,2020-05-13,"AT","AT-1",240000
7507,2020-05-13,"AT","AT-2",170000
7508,2020-05-13,"AT","AT-2",200000
7509,2020-05-13,"AT","AT-2",220000
7510,2020-05-13,"AU","AU-1",400000
7511,2020-05-13,"AU","AU-1",480000
7512,2020-05-13,"AU","AU-1",320000
7513,2020-05-13,"AU","AU-2",260000
7514,2020-05-13,"AU","AU-2",200000
7515,2020-05-13,"AV","AV-1",230000
7516,2020-05-13,"AV","AV-1",400000
7517,2020-05-13,"AV","AV-2",210000
7518,2020-05-13,"AV","AV-2",170000
7519,2020-05-13,"AV","AV-2",130000
7520,2020-05-14,"AA","AA-1",210000
7521,2020-05-14,"AA","AA-1",280000
7522,2020-05-14,"AA","AA-1",270000
7523,2020-05-14,"AA","AA-1",190000
7524,2020-05-14,"AA","AA-1",160000
7525,2020-05-14,"AA","AA-2",410000
7526,2020-05-14,"AA","AA-2",380000
7527,2020-05-14,"AA","AA-2",200000
7528,2020-05-14,"AA","AA-3",240000
7529,2020-05-14,"AA","AA-3",280000
7530,2020-05-14,"AA","AA-3",180000
7531,2020-05-14,"AA","AA-3",240000
7532,2020-05-14,"AA","AA-3",220000
7533,2020-05-14,"AB","AB-1",290000
7534,2020-05-14,"AB","AB-1",210000
7535,2020-05-14,"AB","AB-1",270000
7536,2020-05-14,"AB","AB-1",350000
7537,2020-05-14,"AB","AB-1",360000
7538,2020-05-14,"AB","AB-2",250000
7539,2020-05-14,"AB","AB-2",370000
7540,2020-05-14,"AB","AB-2",180000
7541,2020-05-14,"AB","AB-2",260000
7542,2020-05-14,"AB","AB-3",220000
7543,2020-05-14,"AB","AB-3",410000
7544,2020-05-14,"AB","AB-3",460000
7545,2020-05-14,"AC","AC-1",330000
7546,2020-05-14,"AC","AC-1",320000
7547,2020-05-14,"AC","AC-1",440000
7548,2020-05-14,"AC","AC-1",290000
7549,2020-05-14,"AC","AC-1",190000
7550,2020-05-14,"AC","AC-2",340000
7551,2020-05-14,"AC","AC-2",490000
7552,2020-05-14,"AC","AC-2",250000
7553,2020-05-14,"AC","AC-2",90000
7554,2020-05-14,"AC","AC-3",170000
7555,2020-05-14,"AC","AC-3",290000
7556,2020-05-14,"AC","AC-3",390000
7557,2020-05-14,"AC","AC-3",240000
7558,2020-05-14,"AD","AD-1",300000
7559,2020-05-14,"AD","AD-1",280000
7560,2020-05-14,"AD","AD-1",250000
7561,2020-05-14,"AD","AD-1",210000
7562,2020-05-14,"AD","AD-2",230000
7563,2020-05-14,"AD","AD-2",410000
7564,2020-05-14,"AD","AD-2",240000
7565,2020-05-14,"AD","AD-2",350000
7566,2020-05-14,"AD","AD-3",380000
7567,2020-05-14,"AD","AD-3",310000
7568,2020-05-14,"AD","AD-3",290000
7569,2020-05-14,"AD","AD-3",290000
7570,2020-05-14,"AD","AD-3",340000
7571,2020-05-14,"AE","AE-1",230000
7572,2020-05-14,"AE","AE-1",420000
7573,2020-05-14,"AE","AE-1",270000
7574,2020-05-14,"AE","AE-2",320000
7575,2020-05-14,"AE","AE-2",460000
7576,2020-05-14,"AE","AE-2",410000
7577,2020-05-14,"AE","AE-2",380000
7578,2020-05-14,"AF","AF-1",460000
7579,2020-05-14,"AF","AF-1",180000
7580,2020-05-14,"AF","AF-1",410000
7581,2020-05-14,"AF","AF-1",410000
7582,2020-05-14,"AF","AF-1",120000
7583,2020-05-14,"AF","AF-2",340000
7584,2020-05-14,"AF","AF-2",200000
7585,2020-05-14,"AF","AF-2",420000
7586,2020-05-14,"AF","AF-3",210000
7587,2020-05-14,"AF","AF-3",260000
7588,2020-05-14,"AF","AF-3",310000
7589,2020-05-14,"AF","AF-3",330000
7590,2020-05-14,"AF","AF-3",220000
7591,2020-05-14,"AG","AG-1",410000
7592,2020-05-14,"AG","AG-1",390000
7593,2020-05-14,"AG","AG-1",290000
7594,2020-05-14,"AG","AG-1",100000
7595,2020-05-14,"AG","AG-2",380000
7596,2020-05-14,"AG","AG-2",320000
7597,2020-05-14,"AG","AG-2",340000
7598,2020-05-14,"AG","AG-3",400000
7599,2020-05-14,"AG","AG-3",380000
7600,2020-05-14,"AG","AG-3",440000
7601,2020-05-14,"AG","AG-3",250000
7602,2020-05-14,"AH","AH-1",290000
7603,2020-05-14,"AH","AH-1",270000
7604,2020-05-14,"AH","AH-1",260000
7605,2020-05-14,"AH","AH-1",210000
7606,2020-05-14,"AH","AH-2",330000
7607,2020-05-14,"AH","AH-2",170000
7608,2020-05-14,"AH","AH-2",310000
7609,2020-05-14,"AH","AH-2",150000
7610,2020-05-14,"AH","AH-3",380000
7611,2020-05-14,"AH","AH-3",330000
7612,2020-05-14,"AH","AH-3",590000
7613,2020-05-14,"AH","AH-3",390000
7614,2020-05-14,"AI","AI-1",430000
7615,2020-05-14,"AI","AI-1",330000
7616,2020-05-14,"AI","AI-1",370000
7617,2020-05-14,"AI","AI-2",390000
7618,2020-05-14,"AI","AI-2",430000
7619,2020-05-14,"AI","AI-2",450000
7620,2020-05-14,"AI","AI-2",250000
7621,2020-05-14,"AJ","AJ-1",320000
7622,2020-05-14,"AJ","AJ-1",300000
7623,2020-05-14,"AJ","AJ-1",250000
7624,2020-05-14,"AJ","AJ-2",320000
7625,2020-05-14,"AJ","AJ-2",100000
7626,2020-05-14,"AJ","AJ-2",290000
7627,2020-05-14,"AJ","AJ-2",250000
7628,2020-05-14,"AK","AK-1",320000
7629,2020-05-14,"AK","AK-1",480000
7630,2020-05-14,"AK","AK-1",350000
7631,2020-05-14,"AK","AK-1",440000
7632,2020-05-14,"AK","AK-2",290000
7633,2020-05-14,"AK","AK-2",200000
7634,2020-05-14,"AK","AK-2",380000
7635,2020-05-14,"AL","AL-1",170000
7636,2020-05-14,"AL","AL-1",270000
7637,2020-05-14,"AL","AL-1",360000
7638,2020-05-14,"AL","AL-2",120000
7639,2020-05-14,"AL","AL-2",140000
7640,2020-05-14,"AL","AL-2",310000
7641,2020-05-14,"AM","AM-1",370000
7642,2020-05-14,"AM","AM-1",420000
7643,2020-05-14,"AM","AM-1",230000
7644,2020-05-14,"AM","AM-2",170000
7645,2020-05-14,"AM","AM-2",280000
7646,2020-05-14,"AN","AN-1",400000
7647,2020-05-14,"AN","AN-1",300000
7648,2020-05-14,"AN","AN-1",200000
7649,2020-05-14,"AN","AN-2",230000
7650,2020-05-14,"AN","AN-2",350000
7651,2020-05-14,"AN","AN-2",400000
7652,2020-05-14,"AO","AO-1",330000
7653,2020-05-14,"AO","AO-1",440000
7654,2020-05-14,"AO","AO-1",280000
7655,2020-05-14,"AO","AO-2",210000
7656,2020-05-14,"AO","AO-2",420000
7657,2020-05-14,"AO","AO-2",350000
7658,2020-05-14,"AO","AO-2",520000
7659,2020-05-14,"AO","AO-2",210000
7660,2020-05-14,"AP","AP-1",410000
7661,2020-05-14,"AP","AP-1",160000
7662,2020-05-14,"AP","AP-1",120000
7663,2020-05-14,"AP","AP-1",300000
7664,2020-05-14,"AP","AP-2",460000
7665,2020-05-14,"AP","AP-2",260000
7666,2020-05-14,"AP","AP-2",430000
7667,2020-05-14,"AQ","AQ-1",230000
7668,2020-05-14,"AQ","AQ-1",160000
7669,2020-05-14,"AQ","AQ-1",90000
7670,2020-05-14,"AQ","AQ-2",100000
7671,2020-05-14,"AQ","AQ-2",80000
7672,2020-05-14,"AQ","AQ-2",420000
7673,2020-05-14,"AR","AR-1",330000
7674,2020-05-14,"AR","AR-1",200000
7675,2020-05-14,"AR","AR-1",240000
7676,2020-05-14,"AR","AR-1",300000
7677,2020-05-14,"AR","AR-2",260000
7678,2020-05-14,"AR","AR-2",230000
7679,2020-05-14,"AS","AS-1",270000
7680,2020-05-14,"AS","AS-1",270000
7681,2020-05-14,"AS","AS-2",320000
7682,2020-05-14,"AS","AS-2",430000
7683,2020-05-14,"AS","AS-2",340000
7684,2020-05-14,"AT","AT-1",450000
7685,2020-05-14,"AT","AT-1",360000
7686,2020-05-14,"AT","AT-1",340000
7687,2020-05-14,"AT","AT-2",220000
7688,2020-05-14,"AT","AT-2",210000
7689,2020-05-14,"AU","AU-1",370000
7690,2020-05-14,"AU","AU-1",380000
7691,2020-05-14,"AU","AU-1",250000
7692,2020-05-14,"AU","AU-2",190000
7693,2020-05-14,"AU","AU-2",260000
7694,2020-05-14,"AU","AU-2",170000
7695,2020-05-14,"AV","AV-1",130000
7696,2020-05-14,"AV","AV-1",280000
7697,2020-05-14,"AV","AV-1",220000
7698,2020-05-14,"AV","AV-2",250000
7699,2020-05-14,"AV","AV-2",210000
7700,2020-05-14,"AV","AV-2",150000
7701,2020-05-15,"AA","AA-1",250000
7702,2020-05-15,"AA","AA-1",430000
7703,2020-05-15,"AA","AA-1",270000
7704,2020-05-15,"AA","AA-1",340000
7705,2020-05-15,"AA","AA-1",420000
7706,2020-05-15,"AA","AA-2",170000
7707,2020-05-15,"AA","AA-2",270000
7708,2020-05-15,"AA","AA-2",320000
7709,2020-05-15,"AA","AA-2",300000
7710,2020-05-15,"AA","AA-2",420000
7711,2020-05-15,"AA","AA-3",320000
7712,2020-05-15,"AA","AA-3",170000
7713,2020-05-15,"AA","AA-3",160000
7714,2020-05-15,"AA","AA-3",260000
7715,2020-05-15,"AA","AA-3",530000
7716,2020-05-15,"AB","AB-1",320000
7717,2020-05-15,"AB","AB-1",280000
7718,2020-05-15,"AB","AB-1",290000
7719,2020-05-15,"AB","AB-1",280000
7720,2020-05-15,"AB","AB-2",120000
7721,2020-05-15,"AB","AB-2",340000
7722,2020-05-15,"AB","AB-2",240000
7723,2020-05-15,"AB","AB-2",290000
7724,2020-05-15,"AB","AB-3",350000
7725,2020-05-15,"AB","AB-3",150000
7726,2020-05-15,"AB","AB-3",260000
7727,2020-05-15,"AB","AB-3",390000
7728,2020-05-15,"AC","AC-1",200000
7729,2020-05-15,"AC","AC-1",490000
7730,2020-05-15,"AC","AC-1",150000
7731,2020-05-15,"AC","AC-2",210000
7732,2020-05-15,"AC","AC-2",260000
7733,2020-05-15,"AC","AC-2",200000
7734,2020-05-15,"AC","AC-2",230000
7735,2020-05-15,"AC","AC-3",290000
7736,2020-05-15,"AC","AC-3",340000
7737,2020-05-15,"AC","AC-3",310000
7738,2020-05-15,"AC","AC-3",210000
7739,2020-05-15,"AC","AC-3",440000
7740,2020-05-15,"AD","AD-1",490000
7741,2020-05-15,"AD","AD-1",380000
7742,2020-05-15,"AD","AD-1",480000
7743,2020-05-15,"AD","AD-1",590000
7744,2020-05-15,"AD","AD-2",150000
7745,2020-05-15,"AD","AD-2",270000
7746,2020-05-15,"AD","AD-2",420000
7747,2020-05-15,"AD","AD-2",70000
7748,2020-05-15,"AD","AD-3",250000
7749,2020-05-15,"AD","AD-3",300000
7750,2020-05-15,"AD","AD-3",410000
7751,2020-05-15,"AD","AD-3",430000
7752,2020-05-15,"AE","AE-1",420000
7753,2020-05-15,"AE","AE-1",440000
7754,2020-05-15,"AE","AE-1",310000
7755,2020-05-15,"AE","AE-2",250000
7756,2020-05-15,"AE","AE-2",380000
7757,2020-05-15,"AE","AE-2",360000
7758,2020-05-15,"AE","AE-2",380000
7759,2020-05-15,"AF","AF-1",270000
7760,2020-05-15,"AF","AF-1",310000
7761,2020-05-15,"AF","AF-1",360000
7762,2020-05-15,"AF","AF-1",370000
7763,2020-05-15,"AF","AF-2",410000
7764,2020-05-15,"AF","AF-2",390000
7765,2020-05-15,"AF","AF-2",390000
7766,2020-05-15,"AF","AF-2",360000
7767,2020-05-15,"AF","AF-3",500000
7768,2020-05-15,"AF","AF-3",160000
7769,2020-05-15,"AF","AF-3",310000
7770,2020-05-15,"AG","AG-1",170000
7771,2020-05-15,"AG","AG-1",420000
7772,2020-05-15,"AG","AG-1",320000
7773,2020-05-15,"AG","AG-2",300000
7774,2020-05-15,"AG","AG-2",460000
7775,2020-05-15,"AG","AG-2",290000
7776,2020-05-15,"AG","AG-2",370000
7777,2020-05-15,"AG","AG-3",220000
7778,2020-05-15,"AG","AG-3",360000
7779,2020-05-15,"AG","AG-3",170000
7780,2020-05-15,"AG","AG-3",400000
7781,2020-05-15,"AH","AH-1",420000
7782,2020-05-15,"AH","AH-1",200000
7783,2020-05-15,"AH","AH-1",370000
7784,2020-05-15,"AH","AH-2",380000
7785,2020-05-15,"AH","AH-2",470000
7786,2020-05-15,"AH","AH-2",150000
7787,2020-05-15,"AH","AH-2",310000
7788,2020-05-15,"AH","AH-3",280000
7789,2020-05-15,"AH","AH-3",360000
7790,2020-05-15,"AH","AH-3",140000
7791,2020-05-15,"AI","AI-1",210000
7792,2020-05-15,"AI","AI-1",320000
7793,2020-05-15,"AI","AI-1",190000
7794,2020-05-15,"AI","AI-2",420000
7795,2020-05-15,"AI","AI-2",430000
7796,2020-05-15,"AI","AI-2",380000
7797,2020-05-15,"AI","AI-2",100000
7798,2020-05-15,"AJ","AJ-1",300000
7799,2020-05-15,"AJ","AJ-1",160000
7800,2020-05-15,"AJ","AJ-1",200000
7801,2020-05-15,"AJ","AJ-1",270000
7802,2020-05-15,"AJ","AJ-2",210000
7803,2020-05-15,"AJ","AJ-2",240000
7804,2020-05-15,"AJ","AJ-2",300000
7805,2020-05-15,"AK","AK-1",320000
7806,2020-05-15,"AK","AK-1",160000
7807,2020-05-15,"AK","AK-1",260000
7808,2020-05-15,"AK","AK-2",320000
7809,2020-05-15,"AK","AK-2",230000
7810,2020-05-15,"AK","AK-2",350000
7811,2020-05-15,"AK","AK-2",360000
7812,2020-05-15,"AL","AL-1",270000
7813,2020-05-15,"AL","AL-1",320000
7814,2020-05-15,"AL","AL-1",120000
7815,2020-05-15,"AL","AL-1",250000
7816,2020-05-15,"AL","AL-2",260000
7817,2020-05-15,"AL","AL-2",380000
7818,2020-05-15,"AL","AL-2",130000
7819,2020-05-15,"AM","AM-1",480000
7820,2020-05-15,"AM","AM-1",430000
7821,2020-05-15,"AM","AM-1",190000
7822,2020-05-15,"AM","AM-1",280000
7823,2020-05-15,"AM","AM-2",200000
7824,2020-05-15,"AM","AM-2",150000
7825,2020-05-15,"AM","AM-2",240000
7826,2020-05-15,"AM","AM-2",250000
7827,2020-05-15,"AN","AN-1",390000
7828,2020-05-15,"AN","AN-1",360000
7829,2020-05-15,"AN","AN-1",260000
7830,2020-05-15,"AN","AN-2",240000
7831,2020-05-15,"AN","AN-2",170000
7832,2020-05-15,"AN","AN-2",250000
7833,2020-05-15,"AO","AO-1",500000
7834,2020-05-15,"AO","AO-1",340000
7835,2020-05-15,"AO","AO-1",270000
7836,2020-05-15,"AO","AO-2",340000
7837,2020-05-15,"AO","AO-2",380000
7838,2020-05-15,"AO","AO-2",340000
7839,2020-05-15,"AO","AO-2",190000
7840,2020-05-15,"AP","AP-1",360000
7841,2020-05-15,"AP","AP-1",370000
7842,2020-05-15,"AP","AP-1",330000
7843,2020-05-15,"AP","AP-2",310000
7844,2020-05-15,"AP","AP-2",410000
7845,2020-05-15,"AP","AP-2",230000
7846,2020-05-15,"AQ","AQ-1",170000
7847,2020-05-15,"AQ","AQ-1",310000
7848,2020-05-15,"AQ","AQ-1",220000
7849,2020-05-15,"AQ","AQ-1",270000
7850,2020-05-15,"AQ","AQ-2",350000
7851,2020-05-15,"AQ","AQ-2",250000
7852,2020-05-15,"AQ","AQ-2",410000
7853,2020-05-15,"AQ","AQ-2",210000
7854,2020-05-15,"AR","AR-1",400000
7855,2020-05-15,"AR","AR-1",140000
7856,2020-05-15,"AR","AR-1",340000
7857,2020-05-15,"AR","AR-1",310000
7858,2020-05-15,"AR","AR-2",170000
7859,2020-05-15,"AR","AR-2",190000
7860,2020-05-15,"AR","AR-2",200000
7861,2020-05-15,"AR","AR-2",210000
7862,2020-05-15,"AS","AS-1",470000
7863,2020-05-15,"AS","AS-1",240000
7864,2020-05-15,"AS","AS-2",300000
7865,2020-05-15,"AS","AS-2",190000
7866,2020-05-15,"AS","AS-2",190000
7867,2020-05-15,"AT","AT-1",390000
7868,2020-05-15,"AT","AT-1",400000
7869,2020-05-15,"AT","AT-1",310000
7870,2020-05-15,"AT","AT-2",300000
7871,2020-05-15,"AT","AT-2",540000
7872,2020-05-15,"AT","AT-2",240000
7873,2020-05-15,"AU","AU-1",280000
7874,2020-05-15,"AU","AU-1",310000
7875,2020-05-15,"AU","AU-1",400000
7876,2020-05-15,"AU","AU-2",270000
7877,2020-05-15,"AU","AU-2",230000
7878,2020-05-15,"AU","AU-2",260000
7879,2020-05-15,"AV","AV-1",370000
7880,2020-05-15,"AV","AV-1",290000
7881,2020-05-15,"AV","AV-1",370000
7882,2020-05-18,"AA","AA-1",380000
